course_id,course_name,course_type,teacher_name,department_id,credits
ZU1044001,科技社會與爭議,P,楊智元,ZU1,3
ZU1855001,開放資料與開放政府,E,蔡咏諭,ZU1,3
ZU1864001,社會理論中的全球環境：經濟、政治與生態,E,江順楠,ZU1,3
ZU1883001,生成式AI實作,E,呂欣澤,ZU1,3
ZU1012001,研究方法,R,江順楠,ZU1,3
ZU1853001,重塑世界的想像：社會變革的政治與藝術,E,郭怡慧,ZU1,3
ZU1854001,國際司法與國際秩序,E,田力品,ZU1,3
ZU1919001,社會創新設計實作,E,陳虹穎,ZU1,3
ZU1946001,比較政府與政治,E,錢宜群,ZU1,3
ZU1005011,國際公法,P,陳玉潔,ZU1,3
ZU1016001,統計學（二）,R,關秉寅,ZU1,3
ZU1028001,國際創新管理,P,韋積慶、黃慧娟,ZU1,3
ZU1045001,全球議題在亞洲,P,歐子綺,ZU1,3
ZU1852001,進階國際法專題研究,E,張佳康,ZU1,3
ZU1863001,國際商務與國家安全的鏈結：出口管制、制裁、外國直接投資與供應鏈,E,金美英,ZU1,3
ZU1867001,資料科學基礎：社會科學的工具箱,E,杜福童,ZU1,3
ZU1884001,美國專利法與實務,E,宋皇志,ZU1,3
ZU1887001,現代世界的宗教與政治,E,DeasyRumondang Prisc,ZU1,3
ZU1902001,東亞政治與經濟發展,E,曾偉峯,ZU1,3
ZU1922001,創新管理與數位轉型,E,史蘭亭,ZU1,3
ZU1925001,東南亞政治: 變革與延拓,E,DeasyRumondang Prisc,ZU1,3
703007001,離散數學,R,曾一凡,703,3
703056001,程式能力檢定,R,郭桐惟,703,0
703820001,計算機概論,E,蔡子傑,703,3
781034001,多媒體網路,P,蔡子傑,000,3
781048001,專案實作Ｃ,R,侯宗佑、蔡欣叡,000,3
781916001,數位內容技術實作,E,蔡欣叡,000,3
781920001,遊戲引擎應用開發,E,周大鈞,000,3
783006001,人工智慧實務專題,R,魏綾音,000,3
703016001,作業系統,R,孫士勝,703,3
703027001,計算機網路,P,張宏慶,703,3
703045001,資訊專題（B）,P,彭彥璁,703,3
703045031,資訊專題（B）,P,張家銘,703,3
703049001,計算機程式設計（一）,R,蔡銘峰,703,3
703055001,人機互動,P,廖文宏,703,3
703060001,資訊安全,P,左瑞麟,703,3
703813001,社群媒體資料分析與實務應用,E,謝佩璇,703,1
703815001,生物資訊概論與實務,E,張家銘,703,3
703842001,資訊視覺化,E,紀明德,703,3
703901001,機器學習概論,E,劉昭麟,703,3
781041001,JavaScript應用程式設計,P,廖峻鋒,000,3
781042001,動態圖像設計,P,樊智銘,000,3
781043001,人機互動設計,P,陳宜秀,000,3
781921001,區塊鏈應用,E,黃新,000,3
783004001,人工智慧程式設計,P,紀俊男,000,3
783010001,社群媒體探勘,P,郭正佩,000,3
703017001,機率論,R,劉昭麟,703,3
703045011,資訊專題（B）,P,郭桐惟,703,3
703045021,資訊專題（B）,P,廖文宏,703,3
703819001,行動通訊網路,E,張宏慶,703,3
703957001,計算機程式設計實習（一）,R,蔡銘峰,703,0
781029001,設計思維,P,宋晧溓,000,3
781032001,文化創意加值,P,陳聖智,000,3
781035001,人機介面,P,古健樺,000,3
781914001,機器人與AI互動專題：理論與研究,E,侯宗佑,000,3
783001001,計算思維與人工智慧應用導論,R,吳致勳,000,3
703002001,線性代數,R,左瑞麟,703,3
703009001,物件導向程式設計,R,紀明德,703,3
703025001,資料庫系統,P,廖峻鋒,703,3
703039001,軟體工程概論,P,盧建成,703,3
703053001,電腦圖學,P,紀明德,703,3
703811001,人工智慧之倫理與安全,E,林志訓,703,3
703812001,資料分析與大型語言模型,E,江玥慧,703,3
703814001,圖形理論及其網路應用,E,郭桐惟,703,3
703817001,智慧運輸系統,E,孫士勝,703,3
703818001,進階行動通訊網路,E,張宏慶,703,3
781001001,數位內容與科技導論,R,江玥慧,000,3
781002001,美學概論,R,陳聖智,000,3
781049001,互動科技研究討論,P,蔡欣叡,000,3
781913001,機器人與AI互動設計,E,侯宗佑,000,3
783007001,自然語言處理,P,紀俊男,000,3
781052001,進階使用者經驗設計,P,陳宜秀,000,3
703015001,數位系統實驗,R,廖文宏,703,0
703044001,資訊專題（A）,P,蔡子傑,703,3
703050001,計算機程式設計（二）,R,蔡銘峰,703,3
703059001,分散式系統,P,廖峻鋒,703,3
703834001,自然語言處理,E,黃瀚萱,703,3
703958001,計算機程式設計實習（二）,R,蔡銘峰,703,0
781007001,Web程式設計,P,古健樺,000,3
781027001,專案實作Ｄ,P,侯宗佑、蔡欣叡,000,3
781033001,互動裝置設計,P,張博智,000,3
781917001,電腦繪圖生成藝術,E,陳昭伶,000,3
703022001,演算法,R,吳炘婷,703,3
703042001,等候理論,P,蔡子傑,703,3
703044011,資訊專題（A）,P,劉吉軒,703,3
703044021,資訊專題（A）,P,鄧雅文,703,3
703044031,資訊專題（A）,P,紀明德,703,3
703061001,人工智慧多媒體訊號處理,P,彭彥璁,703,3
703837001,資料科學,E,張家銘,703,3
703955001,物件導向程式設計實習,R,紀明德,703,0
781013001,基礎動畫設計,P,陳俊良,000,3
781036001,電腦動畫,P,陳俊良,000,3
781051001,進階遊戲引擎應用開發,P,周大鈞,000,3
783005001,機器學習觀念與應用,P,魏綾音,000,3
NU1001001,跨界實驗室,R,陳文玲,000,3
NU1004001,運動經紀實務,P,孫秉宏,000,3
NU1011001,運動產業概論,R,孫秉宏,000,3
ZC0942001,創意與設計,E,陳文玲,000,3
ZC0943001,跨界實驗室,E,陳文玲,000,3
ZC0M02001,藝術表達專題：意象與繪圖,E,陳文玲,000,1
ZC0936001,尋找心中的創業家,E,羅文倩,000,3
ZC0M01001,什麼是設計思考？,E,陳宜秀,000,1
ZC0M03001,藝術表達專題：意象與書寫,E,陳文玲,000,1
ZC0M04001,身心照顧專題：運動與書寫,E,黃健綸,000,1
NU1005001,身體實踐自主學習,R,呂潔如、李維倫,000,3
NU1012001,運動科學理論與應用,P,王思宜、嚴雅婷,000,3
NU1013001,運動書寫,P,呂潔如、黃健綸,000,3
NU1014001,運動賽事轉播與講評,P,戚海倫,000,3
NU1015001,運動產業的數據與經濟分析,P,徐士勛,000,3
ZC0937001,Open NCCU：打造數位校園體驗的實作型產品課,E,陳宜秀,000,3
ZC0938001,跨界專題：藝術永續實踐,E,鄭宇君、羅文倩,000,2
ZC0939001,設計人生，人生設計,E,林承毅,000,3
ZC0940001,大學社會責任PBL課程,E,王信實、陳志輝、蔡培元、蘇昱璇,000,3
NU1006001,SportX活動策劃與執行,R,侯碩、洪鈺釗,000,3
NU1010001,跨界專題－Ｘ計畫,P,陳文玲、羅文倩,000,3
NU1018001,雄鷹專題,P,孫秉宏、黃健綸,000,3
ZC0948001,校園內的有感體驗設計,E,林承毅,000,3
ZC0949001,跨界專題－Ｘ計畫,E,陳文玲、羅文倩,000,3
NU1017001,運動技能學習理論與實務,P,嚴雅婷,000,3
ZC0935001,人工智慧進化史：科技如何改變我們的工作與生活,E,陳文玲、羅文倩,000,3
ZC0M06001,一人公司養成術：創作×商業×工作流,E,宋晧溓,000,1
NU1016001,運動與文化概論,R,呂潔如,000,3
NU1019001,運動場館營運與管理,P,孫秉宏,000,3
ZC0931001,自主學習與永續校園,E,詹志禹,000,1
ZC0932001,社會實踐專題,E,王信實、高雅寧、蘇昱璇,000,3
ZC0934001,藝術、自我探索與文化溯源,E,劉若瑀,000,3
ZC0M05001,藝術表達專題：歐曼讀夢團體與跨媒材創作,E,陳文玲,000,1
